1	1	1.188e+12	-1.0973e+09	3.078e+05	-2.9054	0.98127	1
2	1	5.7716e+10	4.3359e+07	19567	-0.2356	0.99976	2
3	1	4.5583e+10	6.4363e+07	9063.8	-0.24763	0.99967	3
4	1	1.2425e+10	1.3601e+08	-27007	0.08205	0.99932	4
5	1	-3.0888e+10	2.2046e+08	-58236	0.69379	0.99869	5
6	1	1.086e+10	1.4726e+08	-28862	0.39797	0.99947	6
7	1	-5.1457e+09	1.7312e+08	-41787	0.4228	0.99951	7
8	1	8.8233e+09	1.5335e+08	-31868	0.46301	0.99922	8
9	1	4.7693e+10	9.0687e+07	-806.35	-0.053939	0.99916	9
10	1	7.6125e+10	5.1596e+07	19197	-0.44702	0.99921	10
11	1	8.124e+10	5.6931e+06	35025	-0.84061	0.9985	11
12	1	8.6078e+10	-8.0373e+06	36127	-0.64378	0.99828	12
13	1	1.0074e+11	-4.1956e+07	47438	-0.41624	0.99942	13
14	1	6.5357e+10	1.8127e+07	22365	-0.22122	0.99954	14
15	1	3.9293e+10	6.6009e+07	2432.2	-0.16505	0.99939	15
16	1	3.6571e+10	8.1216e+07	-7785.2	-0.10708	0.99958	16
17	1	1.0469e+10	1.3803e+08	-30229	0.03857	0.99969	17
18	1	-5.3823e+10	2.3727e+08	-61687	0.18969	0.99905	18
19	1	3.2889e+10	9.6385e+07	-9685.6	0.26857	0.99943	19
20	1	4.0332e+10	1.1078e+08	-4347.9	-0.03951	0.99959	20
21	1	-1.7328e+10	1.7294e+08	21827	-0.3026	0.99964	21
22	1	5.1018e+09	1.3362e+08	35097	-0.53431	0.99932	22
23	1	3.0125e+10	9.3834e+07	47839	-0.58756	0.99931	23
24	1	-1.1477e+09	1.3535e+08	37899	-0.18031	0.99948	24
25	1	-1.6196e+10	1.5372e+08	40175	-0.25177	0.99972	25
26	1	-2.1871e+10	1.583e+08	46171	-0.57392	0.99968	26
27	1	6.238e+10	6.784e+07	82854	-1.089	0.99916	27
28	1	5.5343e+10	5.1611e+07	83933	-0.92316	0.99945	28
29	1	-2.5543e+10	1.6744e+08	35035	-0.45435	0.99973	29
30	1	-5.0451e+10	1.9931e+08	32164	-0.25766	0.99957	30
1	2	1.3167e+11	-2.4291e+07	36179	-0.67	0.99905	31
2	2	5.162e+10	4.9088e+07	22997	-0.33535	0.99968	32
3	2	5.2636e+10	4.4275e+07	24962	-0.4156	0.99954	33
4	2	4.7935e+10	5.9365e+07	16404	-0.27027	0.99964	34
5	2	-3.4768e+10	2.1445e+08	-44059	0.51921	0.99928	35
6	2	-1.1481e+10	1.7258e+08	-28558	0.36555	0.99951	36
7	2	2.3102e+10	1.1651e+08	-8734.7	-0.050644	0.99952	37
8	2	1.6884e+10	1.2867e+08	-11375	0.080337	0.99904	38
9	2	3.8968e+10	1.001e+08	2952.1	-0.1196	0.99937	39
10	2	5.6762e+10	8.3657e+07	11689	-0.36031	0.99936	40
11	2	7.3681e+10	1.9066e+07	27929	-0.62089	0.9982	41
12	2	9.5954e+10	-3.2116e+07	47624	-0.72949	0.99798	42
13	2	1.0434e+11	-5.4983e+07	54092	-0.43233	0.99875	43
14	2	7.6799e+10	-6.4976e+06	32794	-0.36075	0.99929	44
15	2	5.629e+10	3.0342e+07	18064	-0.31653	0.99937	45
16	2	5.3089e+10	4.9799e+07	4797.3	-0.1939	0.99956	46
17	2	1.3638e+10	1.3436e+08	-32037	0.041213	0.99953	47
18	2	-5.7763e+10	2.459e+08	-68542	0.35272	0.99957	48
19	2	2.6594e+10	1.1601e+08	-26101	0.36618	0.99913	49
20	2	2.7222e+10	1.4853e+08	-28697	0.092489	0.99963	50
21	2	-1.1261e+10	1.9003e+08	-432.87	0.043877	0.99977	51
22	2	2.1918e+10	1.2437e+08	27554	-0.54144	0.99935	52
23	2	3.5375e+10	1.0457e+08	31986	-0.49264	0.99944	53
24	2	-4.6267e+09	1.5877e+08	18245	-0.10647	0.9995	54
25	2	-6.9288e+10	2.4772e+08	-2157.1	0.022093	0.99972	55
26	2	-8.2492e+10	2.5571e+08	6556.5	-0.1739	0.99991	56
27	2	1.3204e+11	-2.4062e+07	1.1744e+05	-1.472	0.99853	57
28	2	3.6578e+10	8.6145e+07	72435	-0.73223	0.99953	58
29	2	-1.0019e+11	2.8566e+08	-8118.6	-0.42012	0.99926	59
30	2	-6.23e+10	2.2017e+08	26629	-0.0087494	0.99954	60
1	3	6.102e+10	7.114e+07	5073.6	-0.25979	0.99937	61
2	3	3.1877e+10	8.899e+07	5693	-0.22717	0.99959	62
3	3	3.6016e+10	7.8167e+07	10725	-0.41459	0.99916	63
4	3	3.4967e+10	8.2984e+07	9312.5	-0.31627	0.99907	64
5	3	-1.3404e+10	1.689e+08	-17685	0.24028	0.99899	65
6	3	3.3654e+10	9.0485e+07	11066	-0.12843	0.99984	66
7	3	5.4287e+10	5.5746e+07	23392	-0.48032	0.9993	67
8	3	1.4658e+10	1.3129e+08	-9475.3	-0.070763	0.99877	68
9	3	6.0799e+08	1.6753e+08	-24021	-0.056918	0.99902	69
10	3	2.6332e+10	1.4004e+08	-12458	-0.012725	0.99965	70
11	3	1.0769e+11	-1.9915e+07	29978	-0.46798	0.99788	71
12	3	1.253e+11	-6.6899e+07	49110	-0.55009	0.99837	72
13	3	1.1709e+11	-6.1762e+07	44393	-0.33125	0.99871	73
14	3	6.993e+10	2.1645e+07	8309.5	-0.11868	0.99932	74
15	3	6.1601e+10	3.1795e+07	9899.8	-0.15847	0.99945	75
16	3	5.5096e+10	5.168e+07	5.6951	-0.13171	0.99955	76
17	3	4.4043e+10	7.724e+07	-5123.5	-0.11399	0.99947	77
18	3	-1.5643e+10	1.5868e+08	-23115	-0.033344	0.99949	78
19	3	3.4378e+10	8.9988e+07	-6255.1	0.132	0.99945	79
20	3	1.7428e+10	1.5619e+08	-25169	-0.091621	0.9995	80
21	3	-1.7334e+10	2.4476e+08	-52408	0.37689	0.99892	81
22	3	4.8416e+10	9.8398e+07	21912	-0.25851	0.99937	82
23	3	7.4434e+10	4.9196e+07	41616	-0.47808	0.99916	83
24	3	1.2635e+10	1.4082e+08	13034	-0.11592	0.99951	84
25	3	-2.281e+10	1.9507e+08	1578	0.045506	0.99977	85
26	3	-7.1429e+10	2.6575e+08	-16718	0.04734	0.99992	86
27	3	5.0156e+10	1.1723e+08	49415	-0.8241	0.99879	87
28	3	9.9401e+09	1.4645e+08	35455	-0.59993	0.9992	88
29	3	-1.6894e+10	1.733e+08	20977	-0.23183	0.99981	89
30	3	-3.8492e+10	1.9716e+08	23904	-0.10527	0.99975	90
1	4	1.0703e+11	-3.2385e+07	34950	-0.46795	0.99884	91
2	4	7.0043e+10	3.7341e+06	26416	-0.34409	0.99942	92
3	4	6.9708e+10	-1.0782e+06	29364	-0.47846	0.99882	93
4	4	5.5646e+10	2.7162e+07	18039	-0.31625	0.99808	94
5	4	1.6068e+10	1.0735e+08	-10553	0.20566	0.99832	95
6	4	4.7862e+10	4.5485e+07	15106	-0.071912	0.99966	96
7	4	7.2854e+10	-47121	33587	-0.53643	0.99907	97
8	4	4.1859e+10	6.4718e+07	3599.9	-0.095747	0.99793	98
9	4	6.0533e+10	4.4151e+07	12113	-0.18455	0.99836	99
10	4	5.2751e+10	7.7902e+07	-3869	-0.14652	0.99901	100
11	4	1.0851e+11	-6.0152e+07	48876	-0.67603	0.99681	101
12	4	1.2681e+11	-1.0767e+08	67154	-0.76225	0.99631	102
13	4	1.3303e+11	-1.2356e+08	66562	-0.48596	0.99843	103
14	4	1.0098e+11	-6.7912e+07	43971	-0.31623	0.99903	104
15	4	7.6737e+10	-2.8509e+07	33183	-0.32382	0.99891	105
16	4	8.841e+10	-3.8736e+07	32698	-0.40581	0.99824	106
17	4	7.0436e+10	8.1463e+06	13289	-0.26314	0.99881	107
18	4	3.7238e+09	1.1411e+08	-19440	-0.032227	0.99901	108
19	4	5.6907e+10	3.5022e+07	1796.7	0.1863	0.99894	109
20	4	6.98e+10	5.3141e+07	435.21	-0.037973	0.99978	110
21	4	2.6701e+10	1.3655e+08	-17596	0.13053	0.99929	111
22	4	6.8448e+10	3.6876e+07	34324	-0.41732	0.99849	112
23	4	9.1047e+10	-3.8751e+06	48953	-0.53944	0.9989	113
24	4	5.004e+10	6.2635e+07	25890	-0.12624	0.99954	114
25	4	1.2001e+10	1.3009e+08	6060.6	0.066182	0.99947	115
26	4	-1.0146e+10	1.6087e+08	2949.3	-0.11342	0.99974	116
27	4	9.3627e+10	3.8413e+07	54884	-0.79746	0.99842	117
28	4	5.1927e+10	6.5789e+07	44353	-0.56962	0.99915	118
